Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Roberta Moreira,"Praia de Botafogo, 1868",62896513376,Botafogo,2800.88,Chihuahua,Feminino,Administrador,54,(21) 97176-5565
Juliana Costa,"Rua do Dende, 2683",60593255574,Recreio dos Bandeirantes,1592.15,Chihuahua,Feminino,Contador,44,(21) 95408-3506
Andre Carvalho,"Avenida Glaucio Gil, 6860",14216599615,Recreio dos Bandeirantes,1608.98,Pug,Masculino,Jornalista,55,(21) 97363-3028
Camila Pereira,"Rua Voluntarios da Patria, 6971",95457527377,Botafogo,6588.58,Basset Hound,Feminino,Engenheiro,21,(21) 99877-7432
Daniel Araujo,"Rua do Dende, 8764",26164834807,Recreio dos Bandeirantes,9810.78,Rottweiler,Masculino,Engenheiro,66,(21) 91606-6201
Rodrigo Costa,"Rua Senador Dantas, 1858",32121789011,Flamengo,8417.96,Pit Bull,Masculino,Antropologo,49,(21) 93098-2382
Pedro Pinto,"Avenida Delfim Moreira, 7843",47151986583,Leblon,2043.6,Dachshund,Masculino,Medico,24,(21) 97381-8719
Vinicius Santos,"Avenida das Americas, 3192",14201919209,Barra da Tijuca,2319.59,Maltes,Masculino,Veterinario,23,(21) 92232-4433
Carla Rodrigues,"Rua Jardim Botanico, 261",14812680548,Jardim Botanico,8237.54,Cocker Spaniel,Feminino,Gerente,57,(21) 98456-2787
Felipe Oliveira,"Rua Plinio Casado, 2525",59966027379,Cascadura,5739.38,Yorkshire Terrier,Masculino,Publicitario,64,(21) 95119-6239
Carlos Santos,"Rua Heitor de Silva Costa, 9418",85646958421,Vila Isabel,1547.36,Border Collie,Masculino,Musico,69,(21) 96228-5610
Roberta Moreira,"Rua Felipe Cardoso, 5823",48039482402,Santa Teresa,5458.06,Maltes,Feminino,Fisioterapeuta,30,(21) 97570-9503
Gabriela Rocha,"Rua Voluntarios da Patria, 2964",85842488943,Botafogo,8040.79,Shiba Inu,Feminino,Dentista,21,(21) 95573-2859
Patricia Melo,"Avenida Delfim Moreira, 2059",79160734355,Leblon,3112.87,Labrador,Feminino,Producao de Eventos,51,(21) 96303-8051
Antonio Silva,"Rua Marques de Abrantes, 8441",95482931021,Flamengo,4783.45,Basset Hound,Masculino,Arquiteto,71,(21) 95154-3710
Vinicius Santos,"Rua Visconde de Piraja, 7382",55430271908,Ipanema,8369.98,Maltes,Masculino,Arquiteto,26,(21) 91943-7062
Camila Pereira,"Rua Bento Lisboa, 2386",32247911610,Humaita,1408.61,Dachshund,Feminino,Diretor,59,(21) 99648-1188
Marcelo Lima,"Rua Sao Clemente, 4329",39269893250,Botafogo,2300.92,Golden Retriever,Masculino,Fisioterapeuta,48,(21) 98203-3276
Roberta Moreira,"Rua Nelson Mandela, 8432",64799960975,Botafogo,9002.91,Yorkshire Terrier,Feminino,Historiador,50,(21) 95492-9494
Ricardo Martins,"Rua Nelson Mandela, 6535",16342594735,Botafogo,8971.33,Golden Retriever,Masculino,Terapeuta Ocupacional,62,(21) 90851-7472
Antonio Silva,"Rua Jardim Botanico, 7376",31207502880,Jardim Botanico,4007.59,Husky Siberiano,Masculino,Historiador,25,(21) 93599-4430
Joao Almeida,"Rua Gal. Osorio, 2997",84687869365,Cascadura,7667.51,Golden Retriever,Masculino,Quimico,46,(21) 92233-1408
Michele Araujo,"Rua Conde de Bonfim, 1746",86836035924,Tijuca,2401.28,Bulldog,Feminino,Historiador,39,(21) 94168-7284
Ana Beatriz Oliveira,"Rua Buarque de Macedo, 2258",59386344259,Vila Isabel,4131.2,Yorkshire Terrier,Feminino,Economista,35,(21) 97301-9817
Antonio Silva,"Rua Joao Vicente, 4659",39176730541,Vila Isabel,1466.49,Pit Bull,Masculino,Antropologo,58,(21) 93564-2374
Luana Campos,"Rua Lopes Quintas, 8502",74674223400,Jardim Botanico,3645.31,Pug,Feminino,Medico,44,(21) 91971-7696
Andre Carvalho,"Rua Silveira Martins, 9970",28755086062,Catete,7243.86,Border Collie,Masculino,Enfermeiro,32,(21) 99715-4943
Patricia Melo,"Rua Monte Alegre, 5409",29098851245,Santa Teresa,6879.92,Yorkshire Terrier,Feminino,Economista,34,(21) 99408-6808
Carla Rodrigues,"Rua Humaita, 7805",57005540237,Humaita,4906.71,Beagle,Feminino,Quimico,72,(21) 90846-5549
Bruna Alves,"Rua Pacheco Leao, 9231",22557409195,Jardim Botanico,3735.5,Cocker Spaniel,Feminino,Engenheiro,33,(21) 91559-2465
Daniel Araujo,"Rua Conde de Iraja, 4102",28073335605,Catete,7921.05,Boxer,Masculino,Designer,53,(21) 92113-1281
Joao Almeida,"Rua do Lavradio, 1597",82621941534,Lapa,9845.17,Schnauzer,Masculino,Advogado,43,(21) 93286-3015
Pedro Pinto,"Rua Farme de Amoedo, 6251",86465017952,Ipanema,6249.95,Pug,Masculino,Publicitario,45,(21) 90338-2977
Marcelo Lima,"Rua Gal. Osorio, 1769",21485973398,Cascadura,3084.63,Chihuahua,Masculino,Engenheiro,33,(21) 98340-3535
Diego Silva,"Rua Heitor de Silva Costa, 5290",91247653352,Vila Isabel,4605.65,Husky Siberiano,Masculino,Personal Trainer,59,(21) 90190-8447
Thiago Souza,"Avenida Glaucio Gil, 6918",90366442179,Recreio dos Bandeirantes,5686.71,Cocker Spaniel,Masculino,Dentista,26,(21) 90123-3434
Lucas Ferreira,"Rua Ary Schiavo, 403",22096405976,Barra da Tijuca,6193.86,Pit Bull,Masculino,Farmaceutico,51,(21) 90414-2307
Maria Luiza Silva,"Rua Senador Dantas, 6597",82726858048,Flamengo,7894.27,Labrador,Feminino,Gerente,39,(21) 90813-2485
Lucas Ferreira,"Rua Buarque de Macedo, 6740",97392023914,Vila Isabel,4379.75,Shiba Inu,Masculino,Antropologo,36,(21) 90901-2318
Maria Luiza Silva,"Rua do Anil, 1268",90676544098,Barra da Tijuca,4664.95,Boxer,Feminino,Economista,22,(21) 90232-8911
Maria Luiza Silva,"Avenida Aquarela do Brasil, 6013",96467449486,Sao Conrado,5486.14,Yorkshire Terrier,Feminino,Diretor,39,(21) 95079-6538
Andre Carvalho,"Rua do Catete, 3049",48421207754,Catete,2986.93,Golden Retriever,Masculino,Chef de Cozinha,18,(21) 95770-4893
Luana Campos,"Rua Silveira Martins, 3050",87645567073,Catete,9122.52,Poodle,Feminino,Arquiteto,61,(21) 93122-5759
Gabriela Rocha,"Rua Felipe Cardoso, 5670",76454374504,Santa Teresa,2396.24,Chihuahua,Feminino,Engenheiro,57,(21) 92975-2251
Eduardo Campos,"Rua Barao de Santa Marta, 2404",17494552601,Rio Comprido,3892.33,Yorkshire Terrier,Masculino,Fisioterapeuta,39,(21) 91747-7526
Patricia Melo,"Avenida Aquarela do Brasil, 6687",75002415548,Sao Conrado,8868.74,Chihuahua,Feminino,Economista,31,(21) 95115-2603
Pedro Pinto,"Rua Clarimundo de Melo, 6877",23089666835,Tijuca,2540.75,Poodle,Masculino,Enfermeiro,22,(21) 97153-5823
Bruno Alves,"Avenida das Americas, 753",29357685455,Barra da Tijuca,1958.54,Maltes,Masculino,Jornalista,44,(21) 93273-9427
Marcelo Lima,"Rua Almirante Alexandrino, 5276",14085797666,Santa Teresa,7796.61,Pit Bull,Masculino,Geografo,22,(21) 92816-6762
Mariana Lima,"Rua Professor Annes Dias, 2162",14493251892,Sao Conrado,1599.68,Bulldog,Feminino,Fisioterapeuta,36,(21) 95584-6797
Natalia Pinto,"Rua Professor Annes Dias, 7484",89918758001,Sao Conrado,9974.86,Poodle,Feminino,Engenheiro,60,(21) 92482-3291
Daniele Souza,"Praia de Botafogo, 5505",11254413270,Botafogo,9571.31,Boxer,Feminino,Economista,54,(21) 95033-1769
Carlos Santos,"Rua do Lavradio, 2205",65496736633,Catete,7012.81,Husky Siberiano,Masculino,Advogado,66,(21) 99903-1141
Rodrigo Costa,"Avenida Rio Branco, 3543",11622877469,Centro,1836.36,Maltes,Masculino,Medico,55,(21) 95487-6567
Rodrigo Costa,"Rua Ataulfo de Paiva, 3988",26408549668,Leblon,6168.18,Golden Retriever,Masculino,Ator,60,(21) 98465-3414
Viviane Mendes,"Rua Barata Ribeiro, 843",76374846954,Copacabana,6221.69,Shih Tzu,Feminino,Professor,57,(21) 95046-1564
Diego Silva,"Rua Professor Annes Dias, 5167",96333645957,Sao Conrado,2580.7,Dachshund,Masculino,Biologo,54,(21) 93237-6955
Antonio Silva,"Rua Pacheco Leao, 4325",45419737488,Jardim Botanico,3595.51,Pit Bull,Masculino,Jornalista,71,(21) 92740-8488
Rodrigo Costa,"Rua Miguel Lemos, 6961",42528936316,Sao Conrado,9296.35,Beagle,Masculino,Quimico,71,(21) 96825-6973
Camila Pereira,"Rua Humaita, 3031",82029198263,Humaita,2275.39,Schnauzer,Feminino,Gerente,41,(21) 91879-6856
Tatiane Almeida,"Rua Sao Clemente, 9399",11300054894,Humaita,5757.46,Shih Tzu,Feminino,Professor,63,(21) 92706-1528
Ricardo Martins,"Rua Siqueira Campos, 2007",68455046179,Copacabana,7498.0,Cocker Spaniel,Masculino,Professor,70,(21) 94171-6740
Gabriel Rocha,"Rua Visconde de Piraja, 9923",59617668156,Ipanema,9513.48,Beagle,Masculino,Administrador,59,(21) 98978-3984
Gustavo Moreira,"Avenida Aquarela do Brasil, 9227",28821389392,Sao Conrado,7362.11,Pug,Masculino,Economista,19,(21) 96367-7189
Antonio Silva,"Rua dos Arcos, 9759",20923838031,Lapa,8056.34,Labrador,Masculino,Producao de Eventos,36,(21) 92616-1923
Felipe Oliveira,"Avenida Glaucio Gil, 4506",22443625182,Recreio dos Bandeirantes,1777.96,Beagle,Masculino,Advogado,36,(21) 99080-1307
Felipe Oliveira,"Avenida Delfim Moreira, 3715",18902820212,Leblon,3019.38,Shih Tzu,Masculino,Farmaceutico,36,(21) 95471-9258
Carlos Santos,"Rua Marquesa de Santos, 5078",94423341349,Jardim Botanico,9867.53,Golden Retriever,Masculino,Artesao,46,(21) 98075-9678
Isabela Martins,"Rua Sao Clemente, 4662",71759885808,Botafogo,9819.02,Basset Hound,Feminino,Gerente,70,(21) 92650-5994
Amanda Carvalho,"Rua Joaquim Nabuco, 7236",18600016694,Recreio dos Bandeirantes,2812.95,Boxer,Feminino,Quimico,18,(21) 91900-9060
Andre Carvalho,"Rua Marques de Abrantes, 4365",84444867960,Flamengo,7298.88,Golden Retriever,Masculino,Fisioterapeuta,64,(21) 97343-4414
Amanda Carvalho,"Rua do Catete, 7166",50716672209,Catete,9871.06,Shih Tzu,Feminino,Chef de Cozinha,46,(21) 90525-5978
Gustavo Moreira,"Rua Marques de Abrantes, 5603",60134037103,Flamengo,5297.48,Beagle,Masculino,Producao de Eventos,27,(21) 96548-7142
Daniel Araujo,"Rua Barao de Sao Francisco, 7457",44694632233,Humaita,3749.06,Golden Retriever,Masculino,Biologo,69,(21) 98131-1801
Carla Rodrigues,"Rua Heitor de Silva Costa, 7480",76634762743,Vila Isabel,3159.21,Cocker Spaniel,Feminino,Medico,29,(21) 91263-6751
Bruna Alves,"Rua Domingos Ferreira, 6305",58507026457,Cascadura,9187.95,Husky Siberiano,Feminino,Publicitario,69,(21) 97884-8994
Bruno Alves,"Avenida Aquarela do Brasil, 4959",55121015769,Sao Conrado,2862.81,Dachshund,Masculino,Producao de Eventos,32,(21) 97539-5628
Fernanda Santos,"Avenida Glaucio Gil, 5836",27983556874,Recreio dos Bandeirantes,2652.63,Shiba Inu,Feminino,Engenheiro,61,(21) 95418-4496
Daniel Araujo,"Rua Estrela, 3753",69230347273,Santa Teresa,3402.45,Dachshund,Masculino,Jornalista,71,(21) 91470-2916
Leandro Rodrigues,"Rua Plinio Casado, 7150",50494964325,Cascadura,6401.56,Beagle,Masculino,Artesao,19,(21) 94323-4750
Rafael Melo,"Avenida Atlantica, 4621",55843748376,Copacabana,8461.06,Shiba Inu,Masculino,Designer,35,(21) 97213-3181
Juliana Costa,"Rua Senador Dantas, 9406",42331381258,Flamengo,7732.95,Basset Hound,Feminino,Medico,22,(21) 98784-6613
Viviane Mendes,"Rua Paissandu, 6575",97246436153,Flamengo,6602.41,Maltes,Feminino,Chef de Cozinha,20,(21) 97477-2651
Carlos Santos,"Rua Professor Annes Dias, 3950",63827890381,Sao Conrado,3682.43,Basset Hound,Masculino,Psicologo,34,(21) 94824-2315
Larissa Ferreira,"Rua do Pepino, 6066",15913583757,Recreio dos Bandeirantes,1493.28,Dachshund,Feminino,Artesao,22,(21) 95065-9030
Andre Carvalho,"Rua do Pepino, 4437",85004829163,Recreio dos Bandeirantes,4161.57,Chihuahua,Masculino,Quimico,36,(21) 95744-1289
Ricardo Martins,"Avenida Atlantica, 4794",12293054727,Copacabana,3899.78,Border Collie,Masculino,Musico,43,(21) 99476-1073
Mariana Lima,"Rua do Catete, 6379",71218402347,Flamengo,7518.43,Rottweiler,Feminino,Biologo,27,(21) 90011-8686
Mariana Lima,"Rua Voluntarios da Patria, 8503",74116456224,Botafogo,9159.84,Bulldog,Feminino,Padeiro,19,(21) 92689-5466
Carlos Santos,"Rua do Ouvidor, 1225",75926638144,Gloria,6301.0,Pug,Masculino,Advogado,38,(21) 99288-1607
Fernanda Santos,"Rua Candido Mendes, 3812",81791394820,Gloria,8519.57,Husky Siberiano,Feminino,Lider de Projeto,72,(21) 93456-7344
Joao Almeida,"Rua Sao Clemente, 6590",13607759431,Humaita,7133.47,Beagle,Masculino,Padeiro,66,(21) 90173-7973
Camila Pereira,"Rua Joaquim Nabuco, 2223",74378015030,Recreio dos Bandeirantes,9949.75,Golden Retriever,Feminino,Professor,21,(21) 94948-7192
Michele Araujo,"Rua do Ouvidor, 5412",85231344755,Centro,1795.24,Border Collie,Feminino,Farmaceutico,68,(21) 91231-7447
Thiago Souza,"Rua Heitor de Silva Costa, 6363",97425367800,Vila Isabel,8386.63,Basset Hound,Masculino,Gerente,36,(21) 95241-1092
Ricardo Martins,"Rua Mem de Sa, 9899",64301635764,Lapa,1960.01,Schnauzer,Masculino,Advogado,71,(21) 96218-3430
Leandro Rodrigues,"Rua Barata Ribeiro, 6337",51928338691,Copacabana,5881.76,Boxer,Masculino,Personal Trainer,33,(21) 90179-6378
Marcelo Lima,"Rua Barao de Sao Francisco, 598",79177249253,Humaita,8592.94,Maltes,Masculino,Dentista,71,(21) 93843-7071
Vinicius Santos,"Rua 28 de Setembro, 6479",50196378887,Vila Isabel,8365.75,Dachshund,Masculino,Geografo,70,(21) 97622-7392
Eduardo Campos,"Rua Gal. Osorio, 6317",21696520597,Cascadura,9057.98,Poodle,Masculino,Advogado,55,(21) 93050-7645
Rafael Melo,"Rua Felipe Cardoso, 5624",55852229871,Santa Teresa,8370.44,Cocker Spaniel,Masculino,Padeiro,28,(21) 95729-1668
Juliana Costa,"Rua Joaquim Nabuco, 1429",77801982888,Recreio dos Bandeirantes,5237.25,Chihuahua,Feminino,Personal Trainer,52,(21) 99639-5415
Rafael Melo,"Rua Siqueira Campos, 7016",58098392608,Copacabana,2388.88,Poodle,Masculino,Desenvolvedor,37,(21) 98752-4443
Fernanda Santos,"Rua Pacheco Leao, 6955",75303686983,Jardim Botanico,8049.12,Bulldog,Feminino,Fisioterapeuta,46,(21) 98766-2577
Leandro Rodrigues,"Praia de Botafogo, 9000",84577346705,Botafogo,7654.13,Pit Bull,Masculino,Publicitario,43,(21) 90236-6889
Eduardo Campos,"Avenida Glaucio Gil, 1628",87289779334,Recreio dos Bandeirantes,2635.06,Shih Tzu,Masculino,Professor,72,(21) 94336-1191
Michele Araujo,"Rua Miguel Lemos, 6974",57396144412,Sao Conrado,7551.38,Pug,Feminino,Arquiteto,62,(21) 90887-9771
Rodrigo Costa,"Rua do Catete, 7543",67135035647,Catete,5509.99,Labrador,Masculino,Personal Trainer,43,(21) 93966-8041
Felipe Oliveira,"Rua Conde de Bonfim, 7790",49620242531,Tijuca,3603.19,Husky Siberiano,Masculino,Chef de Cozinha,63,(21) 98584-6701
Juliana Costa,"Rua Jose Higino, 177",45610028138,Tijuca,5042.4,Chihuahua,Feminino,Veterinario,45,(21) 97166-2341
Pedro Pinto,"Rua Humaita, 7693",17536482106,Humaita,3153.65,Husky Siberiano,Masculino,Professor,64,(21) 98965-3969
Gabriel Rocha,"Avenida Delfim Moreira, 9790",14696182278,Leblon,8077.37,Boxer,Masculino,Jornalista,64,(21) 98551-8320
Lucas Ferreira,"Rua Voluntarios da Patria, 9318",34019225774,Botafogo,6915.68,Shih Tzu,Masculino,Professor,50,(21) 95329-9406
Daniel Araujo,"Rua Lopes Quintas, 9408",76948506443,Jardim Botanico,8842.38,Poodle,Masculino,Padeiro,60,(21) 94618-3287
Gabriel Rocha,"Rua Paissandu, 4148",86221191362,Flamengo,7646.57,Labrador,Masculino,Diretor,37,(21) 91210-5548
Marcelo Lima,"Rua General Artigas, 8455",70699249890,Leblon,7484.81,Boxer,Masculino,Professor,57,(21) 91688-8014
Lucas Ferreira,"Rua Conde de Bonfim, 4399",53320932246,Tijuca,7077.05,Shiba Inu,Masculino,Contador,63,(21) 91144-1968
Daniel Araujo,"Rua Voluntarios da Patria, 8266",34868338069,Botafogo,2302.22,Schnauzer,Masculino,Arquiteto,20,(21) 96509-3301
Bruna Alves,"Rua do Ouvidor, 3278",35852200602,Centro,1702.18,Pug,Feminino,Farmaceutico,20,(21) 90357-7336
Bruno Alves,"Rua Visconde de Piraja, 8948",90379301673,Ipanema,3728.86,Schnauzer,Masculino,Dentista,34,(21) 95787-2806
Lucas Ferreira,"Rua do Pepino, 9945",34515179454,Recreio dos Bandeirantes,2472.39,Shih Tzu,Masculino,Padeiro,50,(21) 97015-7908
Natalia Pinto,"Avenida Aquarela do Brasil, 5808",84781483508,Sao Conrado,8371.97,Husky Siberiano,Feminino,Professor,19,(21) 90476-4017
Antonio Silva,"Rua Candido Mendes, 7695",88857147726,Gloria,3644.33,Husky Siberiano,Masculino,Ator,72,(21) 94129-8853
Larissa Ferreira,"Rua Mem de Sa, 6129",74151719880,Lapa,2712.11,Rottweiler,Feminino,Engenheiro,44,(21) 94972-9258
Amanda Carvalho,"Rua Humaita, 1462",96724415371,Humaita,7695.88,Shiba Inu,Feminino,Lider de Projeto,35,(21) 94840-6767
Gabriel Rocha,"Rua Clarimundo de Melo, 9019",36317109663,Tijuca,5933.62,Border Collie,Masculino,Arquiteto,71,(21) 94902-6293
Roberta Moreira,"Rua Heitor de Silva Costa, 3979",78277875861,Vila Isabel,4664.77,Basset Hound,Feminino,Enfermeiro,61,(21) 98309-9326
Diego Silva,"Avenida Vieira Souto, 7270",22793177390,Ipanema,9287.36,Pit Bull,Masculino,Terapeuta Ocupacional,56,(21) 96149-2856
Gustavo Moreira,"Rua Ary Schiavo, 6074",19898326584,Barra da Tijuca,5152.23,Poodle,Masculino,Administrador,43,(21) 98365-4080
Gustavo Moreira,"Rua Almirante Alexandrino, 7598",90223071727,Santa Teresa,9002.67,Poodle,Masculino,Terapeuta Ocupacional,21,(21) 93891-6965
Eduardo Campos,"Rua Silveira Martins, 6108",56138316476,Catete,9076.09,Maltes,Masculino,Designer,47,(21) 98320-9260
Daniele Souza,"Rua Primeiro de Marco, 7615",27657540867,Centro,2627.51,Shiba Inu,Feminino,Contador,22,(21) 94754-4313
Gabriela Rocha,"Rua Sao Clemente, 1422",66960559075,Botafogo,9820.35,Boxer,Feminino,Diretor,47,(21) 99457-1151
Gabriela Rocha,"Rua do Catete, 4696",64565874238,Catete,6888.38,Basset Hound,Feminino,Advogado,43,(21) 96131-8817
Gabriel Rocha,"Rua Bento Lisboa, 9427",34159981575,Humaita,3077.87,Bulldog,Masculino,Arquiteto,57,(21) 90790-7642
Rafael Melo,"Rua Sao Clemente, 7879",13728332892,Botafogo,9300.03,Schnauzer,Masculino,Designer,50,(21) 98616-2138
Luana Campos,"Rua Ataulfo de Paiva, 4195",55232102202,Leblon,9878.19,Husky Siberiano,Feminino,Engenheiro,31,(21) 95852-9243
Gabriel Rocha,"Rua da Assembleia, 6988",80911155573,Centro,5774.22,Dachshund,Masculino,Engenheiro,65,(21) 92461-8711
Andre Carvalho,"Rua Casemiro de Abreu, 6178",78905263653,Cascadura,2035.57,Poodle,Masculino,Producao de Eventos,67,(21) 97675-4768
Roberta Moreira,"Rua Paula Freitas, 3462",75933772699,Copacabana,6543.69,Chihuahua,Feminino,Diretor,33,(21) 92989-6265
Pedro Pinto,"Rua Uruguai, 476",69370911255,Tijuca,3405.27,Chihuahua,Masculino,Chef de Cozinha,19,(21) 92424-6311
Leandro Rodrigues,"Avenida Glaucio Gil, 3029",15551077293,Recreio dos Bandeirantes,8912.49,Chihuahua,Masculino,Professor,30,(21) 95223-2753
Patricia Melo,"Rua Humaita, 7607",77358195556,Humaita,7575.33,Maltes,Feminino,Contador,37,(21) 98553-9243
Leandro Rodrigues,"Rua do Lavradio, 3223",92929264613,Lapa,4046.64,Pit Bull,Masculino,Lider de Projeto,54,(21) 91445-7094
Natalia Pinto,"Avenida Vieira Souto, 1350",57964656762,Ipanema,7746.33,Beagle,Feminino,Designer,69,(21) 96903-8926
Isabela Martins,"Rua Visconde de Souza Franco, 3942",28748399874,Lapa,5917.92,Pit Bull,Feminino,Antropologo,36,(21) 90272-8213
Gabriel Rocha,"Rua Jose Higino, 1858",15533677738,Tijuca,4212.06,Boxer,Masculino,Engenheiro,72,(21) 99147-7350
Vinicius Santos,"Rua do Russel, 519",86881669707,Gloria,5562.9,Pug,Masculino,Producao de Eventos,55,(21) 96098-8393
Andre Carvalho,"Rua Lopes Quintas, 29",19622229918,Jardim Botanico,5216.08,Basset Hound,Masculino,Advogado,51,(21) 97049-4366
Rodrigo Costa,"Rua Professor Annes Dias, 9009",97616571243,Sao Conrado,9444.63,Yorkshire Terrier,Masculino,Chef de Cozinha,63,(21) 91187-9729
Pedro Pinto,"Rua do Pepino, 1861",32757000637,Recreio dos Bandeirantes,1644.96,Border Collie,Masculino,Personal Trainer,21,(21) 93138-5200
Antonio Silva,"Rua Plinio Casado, 219",90524766420,Cascadura,4026.88,Husky Siberiano,Masculino,Ator,42,(21) 93006-7409
Isabela Martins,"Rua Silveira Martins, 3771",39309298882,Catete,6859.25,Dachshund,Feminino,Biologo,39,(21) 93827-4637
Gustavo Moreira,"Rua do Pepino, 9489",10521247885,Recreio dos Bandeirantes,6113.5,Pug,Masculino,Veterinario,21,(21) 97842-3747
Michele Araujo,"Rua da Gloria, 2316",71096998398,Gloria,9048.26,Bulldog,Feminino,Professor,47,(21) 95765-9556
Leandro Rodrigues,"Rua 28 de Setembro, 1148",23131077806,Vila Isabel,6892.77,Beagle,Masculino,Medico,19,(21) 99291-7674
Rodrigo Costa,"Rua General Glicerio, 2196",74935276852,Rio Comprido,7942.66,Shiba Inu,Masculino,Fisioterapeuta,57,(21) 90241-9741
Vinicius Santos,"Rua Conde de Iraja, 916",10106917844,Catete,5097.21,Beagle,Masculino,Farmaceutico,33,(21) 94351-9240
Tatiane Almeida,"Avenida Vieira Souto, 6328",70504260652,Ipanema,5651.01,Yorkshire Terrier,Feminino,Personal Trainer,48,(21) 91616-5334
Carlos Santos,"Rua Ataulfo de Paiva, 5103",39858301363,Leblon,4397.43,Chihuahua,Masculino,Enfermeiro,49,(21) 95948-2821
Diego Silva,"Avenida Aquarela do Brasil, 751",79317582682,Sao Conrado,8702.26,Pit Bull,Masculino,Jornalista,48,(21) 98875-2818
Larissa Ferreira,"Rua Silveira Martins, 982",90227437103,Catete,5370.44,Poodle,Feminino,Gerente,57,(21) 91285-2119
Ana Beatriz Oliveira,"Rua Bartolomeu Mitre, 9796",54092061414,Leblon,8911.71,Pit Bull,Feminino,Publicitario,33,(21) 90384-9730
Lucas Ferreira,"Rua do Lavradio, 7427",87269425526,Lapa,4207.35,Pit Bull,Masculino,Administrador,56,(21) 94352-7321
Thiago Souza,"Rua do Ouvidor, 8216",12802065952,Gloria,4849.13,Shih Tzu,Masculino,Musico,44,(21) 95243-4645
Maria Luiza Silva,"Rua Farme de Amoedo, 4829",90531424247,Ipanema,1556.48,Pug,Feminino,Gerente,70,(21) 98452-1455
Carlos Santos,"Rua Almirante Alexandrino, 4483",53628557191,Santa Teresa,6077.58,Yorkshire Terrier,Masculino,Publicitario,45,(21) 90254-5443
Ricardo Martins,"Rua Paissandu, 2756",59309814093,Flamengo,4220.05,Dachshund,Masculino,Psicologo,57,(21) 96448-4262
Juliana Costa,"Rua do Ouvidor, 2542",33595327701,Gloria,9009.18,Poodle,Feminino,Publicitario,27,(21) 95259-5568
Joao Almeida,"Rua Casemiro de Abreu, 6265",93453972791,Cascadura,8742.26,Dachshund,Masculino,Economista,68,(21) 91017-7073
Larissa Ferreira,"Rua do Dende, 5594",16778774029,Recreio dos Bandeirantes,6336.6,Rottweiler,Feminino,Professor,59,(21) 95140-2613
Lucas Ferreira,"Rua Barao de Santa Marta, 1444",29822092921,Rio Comprido,4099.67,Poodle,Masculino,Publicitario,29,(21) 97129-3279
Eduardo Campos,"Rua Sao Clemente, 4671",81764862642,Humaita,7613.04,Border Collie,Masculino,Engenheiro,31,(21) 98789-2767
Carla Rodrigues,"Rua Casemiro de Abreu, 9131",18714928239,Cascadura,6245.79,Schnauzer,Feminino,Historiador,56,(21) 97865-3289
Felipe Oliveira,"Rua Bartolomeu Mitre, 876",49607130924,Leblon,7632.75,Pug,Masculino,Ator,45,(21) 94082-5061
Tatiane Almeida,"Rua Jardim Botanico, 1391",25339623605,Jardim Botanico,7627.19,Shiba Inu,Feminino,Advogado,57,(21) 99418-7711
Gabriel Rocha,"Rua Joao Lira, 9073",63457533383,Sao Conrado,5480.99,Chihuahua,Masculino,Professor,40,(21) 96144-5349
Roberta Moreira,"Avenida Delfim Moreira, 1555",18030422850,Leblon,4563.1,Shih Tzu,Feminino,Engenheiro,23,(21) 91364-2612
Gabriel Rocha,"Rua Casemiro de Abreu, 8288",10039936231,Cascadura,3437.04,Chihuahua,Masculino,Publicitario,70,(21) 93362-6239
Fernanda Santos,"Rua do Rio Comprido, 4036",52294105352,Rio Comprido,6695.98,Golden Retriever,Feminino,Quimico,39,(21) 95658-3191
Tatiane Almeida,"Avenida Glaucio Gil, 5558",78343700959,Recreio dos Bandeirantes,7590.91,Dachshund,Feminino,Antropologo,43,(21) 95732-6875
Carlos Santos,"Rua Joao Vicente, 3636",96228224499,Vila Isabel,6325.78,Labrador,Masculino,Lider de Projeto,49,(21) 94826-4622
Michele Araujo,"Rua Clarimundo de Melo, 9608",68595074135,Tijuca,8258.46,Husky Siberiano,Feminino,Designer,18,(21) 94118-5829
Felipe Oliveira,"Praia de Botafogo, 6834",50046961802,Botafogo,1922.44,Basset Hound,Masculino,Psicologo,20,(21) 91983-5146
Ana Beatriz Oliveira,"Rua Almirante Alexandrino, 3583",28636214380,Santa Teresa,6262.56,Yorkshire Terrier,Feminino,Farmaceutico,45,(21) 98078-5467
Lucas Ferreira,"Rua do Bispo, 4659",99337157829,Rio Comprido,3193.81,Chihuahua,Masculino,Desenvolvedor,68,(21) 97434-7775
Gabriel Rocha,"Rua General Artigas, 2863",99460643371,Leblon,3128.54,Schnauzer,Masculino,Medico,62,(21) 95760-8803
Juliana Costa,"Avenida Rio Branco, 7499",22330791430,Centro,9916.09,Bulldog,Feminino,Chef de Cozinha,66,(21) 95961-6699
Juliana Costa,"Rua Ary Schiavo, 6395",11165009541,Barra da Tijuca,8986.61,Pit Bull,Feminino,Publicitario,27,(21) 93242-5096
Bruno Alves,"Rua Monte Alegre, 5247",14995029353,Santa Teresa,7071.19,Schnauzer,Masculino,Engenheiro,60,(21) 92304-5262
Fernanda Santos,"Rua Barata Ribeiro, 2658",44869759977,Copacabana,8608.38,Cocker Spaniel,Feminino,Designer,42,(21) 91845-7404
