Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Marcelo Lima,"Rua Plinio Casado, 428",81308453909.0,Cascadura,5542.27,Dachshund,Masculino,Antropologo,34,(21) 97711-1667
Gustavo Moreira,"Rua Jardim Botanico, 3388",81317190575.0,Jardim Botanico,1758.47,Rottweiler,Masculino,Designer,45,(21) 99869-1067
Patricia Melo,"Rua Marques de Abrantes, 102",30463820604.0,Flamengo,8096.7,Chihuahua,Feminino,Historiador,56,(21) 93270-3694
Vinicius Santos,"Rua Silveira Martins, 7377",82692493224.0,Catete,8270.3,Maltes,Masculino,Engenheiro,53,(21) 98381-5118
Lucas Ferreira,"Avenida Vieira Souto, 4674",43816817518.0,Ipanema,2921.81,Husky Siberiano,Masculino,Dentista,40,(21) 96230-5766
Antonio Silva,"Rua Jardim Botanico, 9685",83656130769.0,Jardim Botanico,7765.65,Basset Hound,Masculino,Musico,48,(21) 93213-8406
Carlos Santos,"Rua Sao Clemente, 2180",62746617702.0,Humaita,7174.52,Yorkshire Terrier,Masculino,Farmaceutico,35,(21) 94728-4831
Eduardo Campos,"Rua Ary Schiavo, 4320",13994910851.0,Barra da Tijuca,9137.47,Yorkshire Terrier,Masculino,Enfermeiro,56,(21) 99698-7671
Andre Carvalho,"Rua Senador Dantas, 7511",53210654042.0,Flamengo,6522.55,Chihuahua,Masculino,Padeiro,47,(21) 92189-4727
Gustavo Moreira,"Rua Ataulfo de Paiva, 2379",30940516520.0,Leblon,5108.96,Maltes,Masculino,Chef de Cozinha,71,(21) 93272-8690
Antonio Silva,"Rua Ary Schiavo, 6043",79185875237.0,Barra da Tijuca,2153.83,Pug,Masculino,Enfermeiro,23,(21) 95115-7560
Juliana Costa,"Rua Miguel Lemos, 7495",40187767943.0,Sao Conrado,3389.53,Border Collie,Feminino,Ator,18,(21) 92124-4257
Eduardo Campos,"Rua Bartolomeu Mitre, 4170",41054745988.0,Leblon,3877.56,Bulldog,Masculino,Diretor,46,(21) 98385-6377
Daniele Souza,"Rua do Anil, 1696",17012390278.0,Barra da Tijuca,8434.86,Shih Tzu,Feminino,Publicitario,59,(21) 94588-2417
Vinicius Santos,"Rua Visconde de Souza Franco, 304",51425425451.0,Lapa,9711.43,Golden Retriever,Masculino,Diretor,33,(21) 92067-6921
Daniele Souza,"Avenida Ayrton Senna, 9328",51448052659.0,Barra da Tijuca,8894.75,Rottweiler,Feminino,Engenheiro,67,(21) 99689-6413
Leandro Rodrigues,"Rua da Gloria, 811",40004780627.0,Gloria,5519.97,Shiba Inu,Masculino,Enfermeiro,60,(21) 91565-4501
Viviane Mendes,"Rua Jardim Botanico, 982",55213252523.0,Jardim Botanico,4744.09,Cocker Spaniel,Feminino,Artesao,37,(21) 97752-1102
Eduardo Campos,"Rua General Glicerio, 1673",56664173031.0,Rio Comprido,8462.55,Yorkshire Terrier,Masculino,Farmaceutico,59,(21) 92614-9003
Gabriel Rocha,"Rua Clarimundo de Melo, 5106",37128158147.0,Tijuca,6623.65,Labrador,Masculino,Enfermeiro,31,(21) 91633-3157
Maria Luiza Silva,"Rua Visconde de Piraja, 304",94115569965.0,Ipanema,9010.92,Golden Retriever,Feminino,Farmaceutico,44,(21) 94283-8282
Gabriel Rocha,"Avenida Atlantica, 1332",26324645339.0,Copacabana,9524.91,Chihuahua,Masculino,Producao de Eventos,52,(21) 95970-2822
Fernanda Santos,"Rua Ataulfo de Paiva, 9632",63729849887.0,Leblon,8827.45,Beagle,Feminino,Terapeuta Ocupacional,66,(21) 93470-6917
Eduardo Campos,"Rua Conde de Iraja, 3989",80932745160.0,Catete,2188.89,Border Collie,Masculino,Padeiro,57,(21) 96995-4209
Amanda Carvalho,"Rua da Gloria, 7367",70225636414.0,Gloria,6697.49,Husky Siberiano,Feminino,Contador,44,(21) 96012-2246
Rodrigo Costa,"Rua Monte Alegre, 2707",65903744177.0,Santa Teresa,3068.92,Cocker Spaniel,Masculino,Economista,23,(21) 94868-5616
Andre Carvalho,"Rua 28 de Setembro, 1642",93822618000.0,Vila Isabel,5636.75,Labrador,Masculino,Medico,28,(21) 93265-2856
Roberta Moreira,"Rua Estrela, 6866",55536752750.0,Santa Teresa,3408.65,Pug,Feminino,Veterinario,30,(21) 97397-3829
Lucas Ferreira,"Rua do Catete, 5193",83365482521.0,Catete,5990.29,Cocker Spaniel,Masculino,Analista de Sistemas,25,(21) 93794-4370
Juliana Costa,"Avenida Atlantica, 1607",56125236862.0,Copacabana,4115.16,Shiba Inu,Feminino,Enfermeiro,45,(21) 93810-6752
Carla Rodrigues,"Rua Siqueira Campos, 5071",42321794363.0,Copacabana,5285.99,Maltes,Feminino,Diretor,61,(21) 97535-7657
Luana Campos,"Avenida Vieira Souto, 1604",43066915159.0,Ipanema,6429.25,Schnauzer,Feminino,Terapeuta Ocupacional,59,(21) 96127-5576
Luana Campos,"Avenida Aquarela do Brasil, 902",61760691010.0,Sao Conrado,5714.36,Poodle,Feminino,Antropologo,21,(21) 90858-4400
Gabriela Rocha,"Rua Jose Higino, 6126",49978899748.0,Tijuca,7621.42,Golden Retriever,Feminino,Medico,18,(21) 93759-7489
Juliana Costa,"Rua Senador Dantas, 6059",35071464101.0,Flamengo,8443.04,Cocker Spaniel,Feminino,Dentista,55,(21) 91927-1397
Patricia Melo,"Rua Primeiro de Marco, 2905",41865219497.0,Centro,9719.15,Border Collie,Feminino,Farmaceutico,62,(21) 96302-3611
Roberta Moreira,"Rua Garcia d'Avila, 4122",87978543987.0,Ipanema,1779.54,Dachshund,Feminino,Historiador,58,(21) 98270-8435
Gabriela Rocha,"Avenida Vieira Souto, 2330",44519100095.0,Ipanema,6113.91,Schnauzer,Feminino,Contador,49,(21) 96516-4092
Bruno Alves,"Rua Ataulfo de Paiva, 7722",70905850090.0,Leblon,5748.8,Chihuahua,Masculino,Publicitario,35,(21) 90158-6611
Tatiane Almeida,"Rua do Russel, 2833",99180189158.0,Gloria,8451.03,Schnauzer,Feminino,Historiador,45,(21) 98233-2447
Larissa Ferreira,"Rua Senador Dantas, 6286",17138814661.0,Flamengo,6725.33,Maltes,Feminino,Lider de Projeto,23,(21) 92704-9714
Maria Luiza Silva,"Rua Estrela, 6181",37244784552.0,Santa Teresa,2875.55,Bulldog,Feminino,Advogado,32,(21) 99902-5112
Mariana Lima,"Avenida Aquarela do Brasil, 7116",62647980321.0,Sao Conrado,8267.1,Beagle,Feminino,Ator,37,(21) 96570-7503
Carlos Santos,"Rua Siqueira Campos, 6149",11980407127.0,Copacabana,2958.71,Cocker Spaniel,Masculino,Engenheiro,43,(21) 94775-1394
Diego Silva,"Rua Ataulfo de Paiva, 4612",43542300365.0,Leblon,5798.55,Maltes,Masculino,Personal Trainer,40,(21) 94085-7271
Gabriela Rocha,"Rua Farme de Amoedo, 2265",83688756639.0,Ipanema,5504.02,Cocker Spaniel,Feminino,Geografo,36,(21) 95486-4579
Roberta Moreira,"Rua Uruguai, 5250",94730847911.0,Tijuca,9609.91,Dachshund,Feminino,Personal Trainer,58,(21) 98857-8724
Diego Silva,"Rua Garcia d'Avila, 8434",95658960553.0,Ipanema,3493.17,Golden Retriever,Masculino,Lider de Projeto,59,(21) 97511-6796
Rodrigo Costa,"Rua Uruguai, 6005",18732125161.0,Tijuca,9823.13,Basset Hound,Masculino,Geografo,54,(21) 92004-5550
Gustavo Moreira,"Rua Humaita, 9014",60315836212.0,Humaita,4430.9,Rottweiler,Masculino,Arquiteto,30,(21) 90995-6643
Maria Luiza Silva,"Rua Senador Dantas, 5335",13280079196.0,Flamengo,3522.63,Shih Tzu,Feminino,Publicitario,49,(21) 98777-1609
Gabriela Rocha,"Rua Mem de Sa, 2916",75086542279.0,Lapa,5834.62,Yorkshire Terrier,Feminino,Contador,58,(21) 92085-5873
Diego Silva,"Rua do Ouvidor, 2113",56103028126.0,Centro,2440.2,Husky Siberiano,Masculino,Biologo,45,(21) 97468-1928
Carlos Santos,"Rua Nelson Mandela, 2689",28264514986.0,Botafogo,2253.6,Shiba Inu,Masculino,Diretor,34,(21) 99151-4759
Michele Araujo,"Rua Conde de Iraja, 3734",35032187428.0,Catete,9020.48,Chihuahua,Feminino,Veterinario,41,(21) 96655-3029
Rafael Melo,"Avenida Delfim Moreira, 3379",58229524508.0,Leblon,7572.37,Pit Bull,Masculino,Padeiro,59,(21) 93558-2411
Bruna Alves,"Avenida Atlantica, 7703",16513899046.0,Copacabana,2114.29,Pug,Feminino,Administrador,24,(21) 99264-1124
Larissa Ferreira,"Rua Domingos Ferreira, 8149",23499945131.0,Cascadura,9471.23,Shih Tzu,Feminino,Publicitario,31,(21) 93850-3260
Natalia Pinto,"Rua do Catete, 2210",41575918025.0,Flamengo,6170.56,Chihuahua,Feminino,Diretor,48,(21) 96647-2264
Patricia Melo,"Rua Visconde de Souza Franco, 2803",55034296265.0,Lapa,3002.92,Shih Tzu,Feminino,Veterinario,33,(21) 94328-1306
Patricia Melo,"Avenida Rio Branco, 4584",42571081756.0,Centro,6347.41,Dachshund,Feminino,Enfermeiro,39,(21) 96983-8463
Rodrigo Costa,"Rua do Anil, 3861",69336097709.0,Barra da Tijuca,4155.27,Dachshund,Masculino,Professor,20,(21) 91532-6262
Rodrigo Costa,"Rua Paissandu, 458",27844986295.0,Flamengo,4634.69,Husky Siberiano,Masculino,Fisioterapeuta,19,(21) 99394-3753
Thiago Souza,"Rua Marquesa de Santos, 729",76865030152.0,Jardim Botanico,1938.07,Rottweiler,Masculino,Professor,63,(21) 90550-2470
Gabriela Rocha,"Rua do Lavradio, 1526",37688129587.0,Catete,5406.33,Yorkshire Terrier,Feminino,Economista,38,(21) 92754-6694
Eduardo Campos,"Rua Nelson Mandela, 4375",58691464264.0,Botafogo,7464.76,Dachshund,Masculino,Engenheiro,39,(21) 99466-4268
Pedro Pinto,"Rua Felipe Cardoso, 33",33762112673.0,Santa Teresa,3889.75,Rottweiler,Masculino,Ator,49,(21) 98009-1470
Joao Almeida,"Rua Jardim Botanico, 368",90481101746.0,Jardim Botanico,6880.42,Pug,Masculino,Musico,34,(21) 94283-3496
Mariana Lima,"Rua Humaita, 933",39704203896.0,Humaita,8337.38,Border Collie,Feminino,Ator,25,(21) 91501-3683
Mariana Lima,"Rua Nelson Mandela, 7593",97957104421.0,Botafogo,2486.28,Pug,Feminino,Publicitario,19,(21) 91819-6569
Rafael Melo,"Rua Barata Ribeiro, 6571",55831224523.0,Copacabana,9734.32,Yorkshire Terrier,Masculino,Desenvolvedor,58,(21) 95794-1401
Ricardo Martins,"Rua Garcia d'Avila, 6830",91251660648.0,Ipanema,6681.22,Rottweiler,Masculino,Gerente,56,(21) 93644-2704
Carlos Santos,"Rua do Rio Comprido, 7269",44835326816.0,Rio Comprido,7583.84,Yorkshire Terrier,Masculino,Analista de Sistemas,45,(21) 98604-2197
Daniel Araujo,"Avenida Atlantica, 3730",59627497719.0,Copacabana,7596.26,Poodle,Masculino,Contador,46,(21) 99366-1944
Roberta Moreira,"Rua Senador Dantas, 2535",69332729137.0,Flamengo,7981.38,Golden Retriever,Feminino,Fisioterapeuta,31,(21) 92484-8423
Larissa Ferreira,"Rua Ataulfo de Paiva, 7165",22554251895.0,Leblon,6405.63,Dachshund,Feminino,Padeiro,43,(21) 96106-1759
Ricardo Martins,"Rua Joaquim Nabuco, 4967",85547933288.0,Recreio dos Bandeirantes,7121.36,Poodle,Masculino,Jornalista,35,(21) 96013-8514
Andre Carvalho,"Rua da Gloria, 1222",58914382554.0,Gloria,2304.52,Pug,Masculino,Historiador,57,(21) 96004-3167
Lucas Ferreira,"Rua Monte Alegre, 155",88375263703.0,Santa Teresa,6532.47,Dachshund,Masculino,Diretor,45,(21) 93020-3876
Vinicius Santos,"Rua Plinio Casado, 2384",53344104585.0,Cascadura,9115.99,Yorkshire Terrier,Masculino,Arquiteto,67,(21) 99952-4126
Vinicius Santos,"Rua Barata Ribeiro, 4857",75570452024.0,Copacabana,7316.63,Dachshund,Masculino,Personal Trainer,30,(21) 95158-7523
Luana Campos,"Rua do Lavradio, 3605",86398763175.0,Lapa,4226.9,Dachshund,Feminino,Lider de Projeto,21,(21) 98272-2340
Andre Carvalho,"Rua Estrela, 6201",44982203852.0,Santa Teresa,4880.68,Pug,Masculino,Farmaceutico,71,(21) 92699-9126
Daniel Araujo,"Rua do Ouvidor, 2899",44306172534.0,Centro,5333.63,Yorkshire Terrier,Masculino,Publicitario,62,(21) 97966-1060
Joao Almeida,"Praia de Botafogo, 7298",11554330500.0,Botafogo,5162.84,Bulldog,Masculino,Lider de Projeto,35,(21) 96965-1200
Camila Pereira,"Rua Siqueira Campos, 1876",98467390516.0,Copacabana,7282.64,Pit Bull,Feminino,Chef de Cozinha,29,(21) 99948-7971
Eduardo Campos,"Rua Ary Schiavo, 3244",73954372151.0,Barra da Tijuca,4200.39,Basset Hound,Masculino,Advogado,25,(21) 98281-1225
Antonio Silva,"Rua Buarque de Macedo, 5056",43706162392.0,Vila Isabel,8612.99,Shiba Inu,Masculino,Historiador,63,(21) 98645-2187
Ana Beatriz Oliveira,"Rua da Gloria, 1389",63224386696.0,Gloria,4646.02,Yorkshire Terrier,Feminino,Lider de Projeto,51,(21) 92435-8685
Bruna Alves,"Rua Silveira Martins, 4300",53971767687.0,Catete,4956.57,Rottweiler,Feminino,Analista de Sistemas,57,(21) 97446-3740
Bruno Alves,"Rua Heitor de Silva Costa, 7809",40639608289.0,Vila Isabel,2179.77,Beagle,Masculino,Chef de Cozinha,56,(21) 95677-8087
Natalia Pinto,"Avenida Ayrton Senna, 531",56123619548.0,Barra da Tijuca,8101.69,Cocker Spaniel,Feminino,Lider de Projeto,36,(21) 90964-4745
Maria Luiza Silva,"Rua do Bispo, 9590",57587694780.0,Rio Comprido,3422.89,Husky Siberiano,Feminino,Historiador,27,(21) 90478-5860
Bruna Alves,"Praia de Botafogo, 6601",81116195652.0,Botafogo,1842.02,Rottweiler,Feminino,Publicitario,53,(21) 91515-2961
Pedro Pinto,"Rua Conde de Bonfim, 198",79419793480.0,Tijuca,4062.48,Border Collie,Masculino,Quimico,65,(21) 94953-5598
Marcelo Lima,"Rua dos Arcos, 5297",28679614600.0,Lapa,7735.38,Border Collie,Masculino,Chef de Cozinha,55,(21) 93758-7903
Michele Araujo,"Rua do Lavradio, 983",35397743406.0,Lapa,6589.5,Boxer,Feminino,Designer,32,(21) 90760-2105
Viviane Mendes,"Rua Barata Ribeiro, 9782",90183265453.0,Copacabana,5778.24,Cocker Spaniel,Feminino,Geografo,28,(21) 91803-1863
Thiago Souza,"Avenida das Americas, 1432",63712094211.0,Barra da Tijuca,6775.36,Cocker Spaniel,Masculino,Enfermeiro,18,(21) 99753-6268
Camila Pereira,"Rua Paula Freitas, 493",22760953653.0,Copacabana,6364.73,Boxer,Feminino,Analista de Sistemas,60,(21) 96984-4907
Viviane Mendes,"Rua Garcia d'Avila, 1850",81418473584.0,Ipanema,6520.27,Rottweiler,Feminino,Lider de Projeto,49,(21) 96048-2946
Gustavo Moreira,"Rua Mem de Sa, 3376",65257827520.0,Lapa,3363.65,Labrador,Masculino,Antropologo,31,(21) 94636-9596
Fernanda Santos,"Avenida Rio Branco, 7984",33194935571.0,Centro,7107.05,Rottweiler,Feminino,Musico,33,(21) 97860-6410
Leandro Rodrigues,"Rua Mem de Sa, 9239",95229908494.0,Lapa,1665.66,Pug,Masculino,Musico,41,(21) 92385-7792
Juliana Costa,"Rua do Lavradio, 946",65319904588.0,Catete,4615.37,Schnauzer,Feminino,Gerente,36,(21) 90237-7876
Ricardo Martins,"Rua Nelson Mandela, 3887",81585703103.0,Botafogo,6060.88,Shih Tzu,Masculino,Enfermeiro,28,(21) 92694-1915
Bruno Alves,"Rua Professor Annes Dias, 1554",82198860037.0,Sao Conrado,5039.57,Shiba Inu,Masculino,Producao de Eventos,22,(21) 97901-9485
Larissa Ferreira,"Rua Lopes Quintas, 1147",59027627054.0,Jardim Botanico,2223.59,Cocker Spaniel,Feminino,Administrador,71,(21) 94795-2170
